Date,tick,1s,5s,10s,15s,20s,30s,45s,1min,2min,3min,4min,5min,6min,7min,8min,9min,10min,15min,20min,30min
20160127,0.002464428544025494,0.0006560510095458558,0.0005824152699341014,0.0005720562946621885,0.0005719228924932451,0.000572821409448991,0.0005660861751358311,0.0005159807185431726,0.0005862140893846197,0.00047178092403603723,0.00047663201718580324,0.0004128911532457862,0.0003785101590835719,0.0003036125548513133,0.00035585385954314163,0.0004895637945004105,0.0003312534858455061,0.0003999573359977509,0.00048628658621847795,0.00036709960234297993,0.00040376775096612986
20160128,0.0009378148901374636,0.000419730513854671,0.0003563072860219323,0.00035112108415165285,0.0003555825857133158,0.000359849899885271,0.00039407971522134773,0.0003943675936164311,0.0004073685376462176,0.00042724005232054575,0.00035965404458571077,0.0003131142789188487,0.0003759741211219802,0.0002806095449929779,0.00035707574155662225,0.00028237331229344896,0.00037283337789201573,0.0003018195001590692,0.0003012670356513697,0.00023692505664732837,0.0003075909751834561
20160129,0.0007140584357675914,0.0002481913735932039,0.00021411113798703901,0.00020629550064894957,0.00020489834532125655,0.0001970496703930997,0.00018818213623165127,0.00020535963845333456,0.00018112601781447812,0.0001956028859934015,0.0001625556849762934,0.00018046557580234378,0.00013621358513384103,0.00019074675969298587,0.00017458266072031646,0.00018168174898967743,0.00018684733294005844,0.00016335126259141728,0.00019846617850178844,0.00012420297181272655,0.0002018049090406393
20160201,0.0004922867636983345,0.00021934623058520028,0.00017349600656087742,0.00017037212084849504,0.00016082841167767495,0.00015993417932867008,0.00015249709356643983,0.0001503872431813491,0.00015244120182232056,0.000137857722687605,0.00013194236417898468,0.00013509501620875461,0.00013550618639622192,0.00013261220105702462,0.00013514580824141117,9.798407339368913e-05,0.00013765708532311027,0.00013327579216567144,0.00016173333527003486,9.965687164373939e-05,0.00017133135926480743
20160202,0.0005866343009946148,0.00025794925169142334,0.0002077359600455457,0.0002019167056714758,0.0001888008573522363,0.00019353344077043493,0.00019456067199841105,0.0001829974250474695,0.0001793907500127746,0.00019843168315475027,0.00019674006598644408,0.00019067038122807335,0.00019633662002413145,0.0001892390340870147,0.00014930918254166858,0.00016703510837248387,0.00018158461628386572,0.00015279910468747314,9.366317370048183e-05,0.00012132928012022177,7.303711363885115e-05
20160203,0.0007829369874203766,0.0004976843551028643,0.0004222337821978842,0.0004067804020572628,0.00040429386831316027,0.00039462922240702923,0.00041062608595534737,0.00039056840582609006,0.000384409750340519,0.000380968098458142,0.0003524536568051733,0.00034110360120628196,0.00032401824918705036,0.00037678389259294335,0.00030569607623461513,0.000296670076279973,0.0002572969984419073,0.0003443602351141743,0.0003551312514879125,0.0002645207277099764,0.00040075181027332676
20160204,0.0006772099159495778,0.0004458602905891059,0.0003887919899782605,0.00034292803612449813,0.000337553403850609,0.0002987403798898385,0.0003243559454783441,0.0002871622451595444,0.0003094684601455323,0.00036570953939531756,0.0003190570015182058,0.0004081913071969485,0.00033649133737089745,0.00041818810893081896,0.00038390204869282623,0.0003752732593753106,0.0004064546718557769,0.00035570481992993057,0.00037308387912404203,0.0004364918565920836,0.00037555578591114423
20160205,0.00058817390694295,0.0003418625710317394,0.00029233700746514774,0.00028102338487382875,0.0002740354046276262,0.00028363276894619266,0.00027411161748478857,0.0002891921243202884,0.0002796980998467036,0.0002701717317047334,0.0002477971642947896,0.0002532812165418304,0.00023581397376490337,0.000229325732100804,0.00023353335400298647,0.00019771272736322543,0.000189956860923034,0.00017587606881527175,0.00018650081023044684,0.00012443221593351697,0.00019838350372449566
20160208,0.001036174681447339,0.0004940701992340833,0.0004407631301878315,0.00040685881552167565,0.00040718002793878625,0.00041234648267830326,0.0004106847031574392,0.0003802333726067439,0.0003967385631572285,0.00044421221681043943,0.00044305957208708223,0.00040974450647901235,0.00040754741557299357,0.0005270765600237636,0.00039771992796140644,0.0004229401328893899,0.0005755340188892471,0.0005019940713990974,0.00047379786673369656,0.00045270135685553597,0.0005170618315799344
20160209,0.0007541123551915864,0.0004693420185378901,0.00039752761862925454,0.00038643114309926905,0.0003876611075134494,0.0003752770956358313,0.0003763817279861017,0.000334136656044356,0.0003764299506238127,0.0003670106979149332,0.00033931212409432074,0.00030452316450547186,0.00036107694914770395,0.0002619586430768838,0.00029473020525543027,0.0002626680395642615,0.00019312820321146047,0.0003763096281098406,0.00020204982659474173,0.00020327533185116593,0.0002175082483390017
20160210,0.000538275778719591,0.00034725612980388666,0.00030393994810162225,0.00027192409502563547,0.0002501447298832989,0.00025391478864886864,0.00023527911089407316,0.00026114479556439815,0.00021186588545689855,0.00021253917514441073,0.0002061821044851404,0.00017908920172228336,0.00021331085612007384,0.00018319250661866186,0.0001348960181442276,0.00019349024168021286,0.00017257856267905258,0.00018387035394555793,0.00011579380152535562,0.00018041735275986802,0.0001087660284603377
20160211,0.0009384611348843745,0.0005427501741294019,0.0004347817610041301,0.00039475573112355417,0.0003808495448707856,0.0003997961893802108,0.00036793504690925855,0.0003478227091592185,0.0003191027853404028,0.0003620482067270425,0.000295309252259767,0.00032489401042962895,0.0002851754258768954,0.0003196954016980566,0.00023372817431282226,0.0002261465916710017,0.00022948614045630256,0.00019930765510403227,0.00019917648228901815,0.00019770679785204332,0.0002505499190815549
20160212,0.0006460241520468153,0.00023999926959431946,0.00017328635726264962,0.00014870014792100255,0.00014426466099741353,0.00012912940269539322,0.00013897203192830276,0.00013720845652115144,0.00012231162859862481,0.00012540576516115862,0.00012920342939365742,0.00014163623075543098,0.00012688603570566913,0.0001472418493641287,0.0001414454035057925,0.0001388576851104499,0.00015328664272831389,0.00012169397265002254,0.0001640065782649934,0.0001808358088260271,0.00022773398783089603
20160216,0.0006044552454603978,0.00021162301200854648,0.00015631551897590123,0.00014260340349568661,0.00013279785457483324,0.0001355901712045871,0.00012790803531109073,0.00011866900790284324,0.00013061185245328698,0.00013000293901800538,0.0001338778461129291,0.00013562564436742325,0.00014838312193440136,0.00014219140165033962,0.0001397032161252534,0.00015184978326512316,0.00016985987862037154,9.931036510886877e-05,9.583416903462796e-05,3.550740911102161e-05,5.410716676579632e-05
20160217,0.0005211794871748376,0.00020336569204618105,0.00016044045784313586,0.0001458538291869825,0.00015087715158530344,0.00014029208131786645,0.00014178383054936738,0.00014099300759234747,0.0001656675325447248,0.00014539086855206384,0.00014302305981333532,0.00013339108056376224,0.00013279017044484406,0.00010791351250286485,0.00010974064872338968,0.00014053629729440507,0.00017750413436737314,9.593526205173255e-05,0.0001542216494255611,7.6621361427911e-05,8.464037945423401e-05
20160218,0.00039332465358168434,0.00019139366141726714,0.00015488938273486668,0.00013751484974514145,0.00013803988412838025,0.00014169179681706418,0.00013614219377571868,0.000140778494577625,0.00015950591352561624,0.00015227408939803196,0.0001608390440007243,0.00014576471214556688,0.00012783011250025512,0.00016908068843948307,0.00014869819047876533,0.00018934461549215945,0.00017339916337766968,0.0001634729376528613,0.00015142023448882423,0.0001445018194402411,0.00021682127574328087
20160219,0.0003906085480817696,0.00018939218734584048,0.00015821336245946295,0.00014719307469131772,0.00014587114799640796,0.00013093571786574373,0.00013947090468325734,0.00014174828438933833,0.00013371881925755197,0.00014133343892291648,0.0001349918281227314,0.00014103405233215554,0.00013917579263892217,0.00010418651435096906,0.00012725604063938695,8.114418767198855e-05,0.00011318372408395836,5.4966603428187296e-05,0.0001005061136582339,4.293801643788914e-05,5.484323125216522e-05
20160222,0.0003345635023438207,0.0001588989274667292,0.00011235224921162974,0.000109868006103163,0.00010545175080929506,0.00011255770421795421,0.00011408633499161803,0.00010150137383607778,9.696801116871473e-05,8.769755962196159e-05,8.101235417724115e-05,0.0001058061804466546,9.333692887640216e-05,7.481496999788066e-05,8.059900269931178e-05,8.257642000736055e-05,7.855971277207977e-05,8.790272914174492e-05,7.48765877469796e-05,9.777383837981625e-05,4.193386240343112e-05
20160223,0.00036465258797402865,0.0001378061768074198,8.939470883905746e-05,7.858358370805809e-05,7.349930839332102e-05,7.486078416157974e-05,7.255576864682952e-05,6.839317961043923e-05,7.170217287435449e-05,8.251236138952606e-05,8.773707232349118e-05,6.943872951563496e-05,6.445208972899835e-05,6.520943103209721e-05,6.652517573812616e-05,5.555798483942702e-05,5.256167980015369e-05,5.9451961555611776e-05,6.053530380843988e-05,5.094994105610999e-05,6.534903465605522e-05
20160224,0.0005361427727140726,0.00025198924991018536,0.00019943711032689243,0.00018193148558910658,0.0001787516852700826,0.00019467792720625032,0.00018282189726179067,0.000186021223875591,0.00020548886420309107,0.00015845354820337863,0.00021282452808718145,0.0001877498462799274,0.00019203375438213744,0.00018647922199911871,0.0001756770503221654,0.00015877267494051532,0.00021338830255809857,0.00016739084849022186,0.0002571920533259018,0.0001998255437211992,0.00019713918917773195
20160225,0.00033085782192793624,0.00016673837671878438,0.00012876000972368814,0.00012065555655269495,0.00012172716433893734,0.00012324885947475415,0.00013056284948609177,0.00013496391318403456,0.00014833328180594428,0.0001436975526001642,0.00015694149778683325,0.00013265147090009817,0.00014395718771537022,0.00014646896941739162,0.00010015932191296344,0.00012928744718879412,0.00014057193432431034,0.0001605105098000417,0.0001382775249021169,0.0001257680189268554,0.00011415743270063182
20160226,0.00033425059785955073,0.00018040554296468669,0.00014478679329066975,0.00013236219715833858,0.00013379722964681129,0.00013134889976073276,0.00012929861080312842,0.0001448819263330012,0.0001252642805425208,0.00012392089058744645,0.00011240232772840043,0.00011311434470539589,9.586928240844452e-05,0.00011821493542742766,8.766411496417916e-05,9.364345554577409e-05,0.00010171782425469709,0.00010798300016357088,7.465086237208575e-05,6.6401607639037e-05,7.058781260830373e-05
20160229,0.00029740795051162467,0.00015087837021820268,0.00011814508653942657,0.00011472002177657287,0.0001075173072107963,0.00011626254907333466,0.00011814388123039654,0.00012005217021890047,0.00013390894046233837,0.0001443531279895697,0.00011615565240925382,0.00011905921907171484,0.00012121229921654013,0.0001341763622259948,0.00011076014964264303,0.0001281396602343302,0.00013532183091600905,0.000163094755464553,0.00011114511832937028,0.0001788717140696527,0.00011441434255156554
20160301,0.0004707237034217819,0.00017796932699616817,0.00013815994888322086,0.0001365313139030965,0.00014107539192140318,0.0001498160985596997,0.0001687459071166048,0.00016074938455230763,0.0001705291743569754,0.00018039330586328345,0.00013705188925269932,0.00012787954415589175,0.00013931689836053698,0.000131286471529193,0.00019896150947910904,0.00011101064060777533,0.00013966674335131053,0.00013821541148238182,0.00010661975483713213,0.0001683875148066996,0.0001664662635250474
20160302,0.00032551392904596926,0.0001559615822804441,0.00012108079723381569,0.00012249152339386353,0.0001233109420311231,0.00012219568058236045,0.00012271095644066597,0.00012878425921894192,0.00013229745158226808,0.00011364003269322165,0.00013498559876238278,0.00011547538837764251,0.00012334904469283578,0.00011902891174507435,9.183311741276363e-05,0.00010496212100687955,9.530343806338848e-05,6.645658019503662e-05,8.20244845568338e-05,7.360413026495249e-05,6.693278981998742e-05
20160303,0.00038682681672561406,0.0001645445856687298,0.00012004553271645445,0.00011958020165409607,0.00011894351436681307,0.0001205609084408117,0.00012833124742773303,0.0001388801299489871,0.00014293554835216667,0.00013609381845417084,0.00014954308571368206,0.00011383990369361685,0.00012297227475335754,0.0001384946055183316,0.00016801277021648964,0.00010926681771266408,0.00010287706702098712,7.941088857599447e-05,9.553102755532917e-05,8.511989046818211e-05,9.325100014145382e-05
20160304,0.000500650967990935,0.00020888823239763842,0.00016319079393517855,0.00016515726805006525,0.0001742026897471959,0.00018382076792227163,0.0001991381413131427,0.00021627268898166265,0.0002326995418671417,0.00020469116757315965,0.00020678245798056826,0.00020791849413190022,0.00022163478868448904,0.0002465909913394033,0.00020935810796281342,0.00020141883252198356,0.00016918878700232292,0.00022668925474367326,0.00014895767427428025,0.00023005067549943287,0.0001440491109461819
20160307,0.0003260095421319439,0.00017138875146973618,0.00013849156297912371,0.00013662944756470368,0.0001342062197404187,0.00013045874836026182,0.00013342846495811915,0.00014408131905723032,0.00014019978740123151,0.0001367025987619812,0.00014156599848849893,0.00013579426315326243,0.00012962735355366128,0.00014634561123743025,0.00015072492645771922,0.00011928656570057195,0.0001223207391158073,0.00011899069865239028,0.00011906923034139377,5.503112586530244e-05,6.812269549331082e-05
20160308,0.00041546008501957014,0.0001982544499088497,0.00017638153332792217,0.00017570509831783061,0.00017329195270796686,0.00016974712422324222,0.00017468654260952243,0.00017474572971136736,0.00017997712252476564,0.00017488993347548366,0.00014587483389572116,0.00015260813117604923,0.00014351364131862823,0.00010151010802729056,0.00010524865784665498,8.19392919307757e-05,0.00011977475658761615,6.287810526307166e-05,0.00011814419956616989,5.9815203956780395e-05,4.608839183521353e-05
20160309,0.0003513108031026301,0.00018690444829812038,0.00016045432434048587,0.00015038843144054418,0.00015249135577002308,0.00013998835585823314,0.00014880904534578002,0.00015382242007397888,0.00015374132431250918,0.00014225352706887632,0.00015535931748348974,0.00015301024434052215,9.999734271928974e-05,0.00012822556985998433,0.00013225309250525905,0.00013087571900022765,0.0001562265474491349,0.00011989593777882808,0.00011490970541239791,0.0001206608185334829,8.913037581733272e-05
20160310,0.0004994284010738878,0.00028313379717097905,0.00025473253064900084,0.0002403179985948458,0.00023096438849018583,0.00022142485132944855,0.00022676195709582677,0.0002162946225733295,0.00022547164733948113,0.0002339795506327661,0.00019574736812112925,0.00017612930407343773,0.00022295513595971256,0.00019805205333196509,0.000191781644190989,0.0001982035776831848,0.00019945589681405904,0.00021890961632940338,0.0002353059098981597,0.0001795389666458973,0.0002580930622836063
20160311,0.00031690127477451404,0.00015002686577792924,0.00011737295463571152,9.482547981480268e-05,8.80693969571168e-05,8.486170578508314e-05,8.387326930660397e-05,8.494522520086911e-05,7.717249951270081e-05,7.950987954674812e-05,7.634339263990849e-05,7.902656169884997e-05,8.632897781405075e-05,7.383532814899643e-05,7.87620718199489e-05,9.054075386392255e-05,8.585687187455709e-05,4.552166071039917e-05,3.366467329813273e-05,2.1756019100111676e-05,2.4504350892473316e-05
